Serial Number,Category,Site No,CSN View,ASR Name,ASR EMail,SAM Name,Modem,Site Name,City,State,Installed,Install Status,Contract Line Start,Contract Line End,Entitlement Status,Last Connect Home Date,Model,TLA Part Number,District,Country,SYR Derived Code,SYR Derived Source,Install Base Code,Target Microcode,CE Email,Theater,Division,Region
9F349179,Data Domain,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-6TB,P-DD610-6TB,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
9F938764,Data Domain,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,12/15/2009 0:00,Install,12/15/2012,12/14/2013,Not Entitled,,DD690-CTL,P-DD690-CTL,53717 AM CS District,United States,5.1.1.4,InstallBase,5.1.1.4,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
4009652,ESRS,12214059,12214154,,,,,CUSTOMER TWO,LEWISVILLE,TX,12/5/2012 0:00,Install,,,,,ESRS-GW-200,953-002-303,53714 AM CS District,United States,,InstallBase,,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
5001519,RecoverPoint,12214059,12214154,,,,,CUSTOMER TWO,LEWISVILLE,TX,12/5/2012 0:00,Install,11/28/2012,11/27/2015,Entitled,,RPS-V55,100S-001830,53714 AM CS District,United States,3.5.2.0,InstallBase,3.5.2.0,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
9F344434,Data Domain,12214059,12214154,,,,,CUSTOMER TWO,LEWISVILLE,TX,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53714 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP400221,VNX,12214059,12214154,,,,,CUSTOMER TWO,LEWISVILLE,TX,9/30/2011 0:00,Install,8/31/2014,4/1/2015,Entitled,,VNX51D156015F,900-567-007,53714 AM CS District,United States,05.32.000.5.215,InstallBase,05.32.000.5.215,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
FL000040,Data Domain,12214059,12214154,,,,,CUSTOMER TWO,LEWISVILLE,TX,9/29/2014 0:00,Install,10/9/2014,10/8/2017,Entitled,,DD2500-36TB,P-DD2500-36TB,53714 AM CS District,United States,,InstallBase,,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
9F345478,Data Domain,9604647,9604742,,,,,CUSTOMER TWO,LONGVIEW,TX,1/11/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53714 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP400478,VNX,9604647,9604742,,,,,CUSTOMER TWO,LONGVIEW,TX,12/29/2012 12:00,Install,9/30/2012,10/30/2015,Entitled,,VNX51D156015F,900-567-007,53714 AM CS District,United States,05.32.000.5.215,InstallBase,05.32.000.5.215,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
FL000039,Data Domain,9604647,9604742,,,,,CUSTOMER TWO,LONGVIEW,TX,9/29/2014 0:00,Install,10/9/2014,10/8/2017,Entitled,,DD2500-36TB,P-DD2500-36TB,53714 AM CS District,United States,,InstallBase,,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
1F505006,Data Domain,12212484,12212579,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,LUBBOCK,TX,8/4/2014 14:31,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-X-1406-CHAS1,53711 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP400540,VNX,12212484,12212579,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,LUBBOCK,TX,7/26/2012 0:00,Install,7/26/2012,7/25/2015,Entitled,,VNX51D156015F,900-567-007,53711 AM CS District,United States,05.32.000.5.209,InstallBase,05.32.000.5.209,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
FL000031,Data Domain,12212484,12212579,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,LUBBOCK,TX,9/29/2014 0:00,Install,10/8/2014,10/7/2017,Entitled,,DD2500-36TB,P-DD2500-36TB,53711 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
1F315364,Data Domain,1930190,1930285,,,,,CUSTOMER TWO,SAN ANTONIO,TX,5/12/2011 13:10,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53715 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
3F307028,Data Domain,1930152,1930247,,joe.ce@emc.com,,,CUSTOMER TWO,SAN ANTONIO,TX,4/12/2013 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53715 AM CS District,United States,5.1.1.4,InstallBase,5.1.1.4,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP300745,VNX,1930152,1930247,,joe.ce@emc.com,,,CUSTOMER TWO,SAN ANTONIO,TX,12/1/2011 12:00,Install,12/1/2014,4/1/2015,Entitled,,VNX51D156015F,900-567-007,53715 AM CS District,United States,05.32.000.5.209,InstallBase,05.32.000.5.209,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
2F332070,Data Domain,13333835,13333930,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,WEST JORDAN,UT,9/3/2014 11:26,Install,7/1/2014,6/30/2015,Entitled,,DD610-6TB,P-X-1406-CHAS1,52314 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,West CS Division,55000 CS Region
AP900830,VNX,13333835,13333930,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,WEST JORDAN,UT,12/3/2012 0:00,Install,9/29/2012,10/28/2015,Entitled,,VNX51D156015F,900-567-007,52314 AM CS District,United States,05.32.000.5.215,InstallBase,05.32.000.5.215,,joe.ce@emc.com,Americas CS Theater,West CS Division,55000 CS Region
9F343257,Data Domain,12224006,12224101,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,FRONT ROYAL,VA,1/12/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53323 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,62000 CS Region
AP400007,CLARiiON,14337914,14338009,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HARRISONBURG,VA,9/4/2014 0:00,Install,2/1/2014,4/1/2015,Entitled,,CX4-120C,900-566-008,53325 AM CS District,United States,04.30.000.5.526,InstallBase,04.30.000.5.526,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,64000 CS Region
3F334050,Data Domain,12214061,12214156,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HARRISONBURG,VA,10/9/2014 6:06,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-X-1406-CHAS1,53325 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,64000 CS Region
9F346611,Data Domain,4374250,4374345,,,,,CUSTOMER TWO,SUFFOLK,VA,9/19/2014 22:22,Install,7/1/2014,6/30/2015,Entitled,,DD610-6TB,P-X-1406-CHAS1,53325 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Mid-Atlantic CS Division,64000 CS Region
9F350590,Data Domain,4374250,4374345,,,,,CUSTOMER TWO,SUFFOLK,VA,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53325 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Mid-Atlantic CS Division,64000 CS Region
AP702357,VNX,4374250,4374345,,,,,CUSTOMER TWO,SUFFOLK,VA,8/12/2011 6:00,Install,6/7/2014,4/1/2015,Entitled,,VNX51D156015F,900-567-007,53325 AM CS District,United States,05.32.000.5.215,InstallBase,05.32.000.5.215,,,Americas CS Theater,Mid-Atlantic CS Division,64000 CS Region
3F322229,Data Domain,11777640,11777735,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,KENT,WA,10/15/2013 13:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,52321 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,West CS Division,55000 CS Region
AP500923,CLARiiON,11777640,11777735,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,KENT,WA,9/4/2014 0:00,Install,2/1/2014,4/1/2015,Entitled,,CX4-120C,900-566-008,52321 AM CS District,United States,04.30.000.5.526,InstallBase,04.30.000.5.526,,joe.ce@emc.com,Americas CS Theater,West CS Division,55000 CS Region
3F323240,Data Domain,7669988,7670083,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,BARABOO,WI,10/10/2013 8:47,Install,7/1/2014,6/30/2015,Entitled,,DD610-6TB,P-DD610-6TB,52221 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Midwest CS Division,53000 CS Region
AP103193,Celerra,7669988,7670083,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,BARABOO,WI,9/29/2008 1:00,Install - T&M,4/2/2014,7/31/2014,Not Entitled,,NS2-AUXFCR,100-520-623,52221 AM CS District,United States,03.26.010.5.032,InstallBase,03.26.010.5.032,,joe.ce@emc.com,Americas CS Theater,Midwest CS Division,53000 CS Region
AP103560,Celerra,7669988,7670083,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,BARABOO,WI,9/29/2008 6:00,Install - T&M,4/2/2014,7/31/2014,Not Entitled,8/27/2013 18:24,NS22C-A-FD,100-520-334,52221 AM CS District,United States,5.6.52.2,Config,5.6.52.2,,joe.ce@emc.com,Americas CS Theater,Midwest CS Division,53000 CS Region
3F329083,Data Domain,5085178,5085273,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,JACKSON,WI,8/16/2014 9:13,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-X-1406-CHAS1,52221 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Midwest CS Division,53000 CS Region
